Address,Port,Response Time(ms)
104.19.193.214,2096,404.74
104.19.199.241,2087,404.82
104.19.193.57,2083,404.84
104.19.205.124,443,404.85
104.19.197.91,2053,404.85
104.19.195.60,2083,404.86
104.19.195.135,2083,404.90
104.19.192.104,2087,404.94
104.19.200.41,2083,404.99
104.19.192.6,8443,405.00
104.19.193.210,2083,405.04
104.19.199.148,2096,405.06
104.19.207.141,443,405.10
104.19.198.32,2087,405.23
104.19.202.163,2087,405.27
104.19.192.159,8443,405.29
104.19.207.39,2053,405.29
104.19.200.89,2053,405.30
104.19.202.46,443,405.33
104.19.200.8,8443,405.36
104.19.196.69,2053,405.41
104.19.204.75,2096,405.44
104.19.194.148,2096,405.49
104.19.207.16,2083,405.55
104.19.200.209,2083,405.59
104.19.200.0,2096,405.71
104.19.206.68,443,405.71
104.19.201.193,2087,405.82
104.19.202.210,2096,405.85
104.19.202.177,2096,405.93
104.19.200.45,443,405.95
104.19.196.197,2053,405.96
104.19.192.214,443,406.08
104.19.207.83,2087,406.09
104.19.195.135,2087,406.16
104.19.204.60,2087,406.19
104.19.203.61,2053,406.25
104.19.199.240,8443,406.36
104.19.193.230,2087,406.39
104.19.202.55,2053,406.41
104.19.203.221,443,406.45
104.19.194.175,2096,406.51
104.19.201.193,8443,406.62
104.19.196.85,443,406.75
104.19.194.208,443,406.75
104.19.202.254,443,406.78
104.19.197.70,2096,406.78
104.19.194.96,443,406.84
104.19.193.40,2096,407.02
104.19.195.170,8443,407.03
104.19.202.28,2053,407.39
104.19.196.10,8443,407.40
104.19.206.163,443,407.41
104.19.203.114,2053,407.41
104.19.195.225,443,407.44
104.19.205.154,443,407.72
104.19.197.107,2083,407.73
104.19.193.80,443,407.76
104.19.196.208,8443,407.89
104.19.206.163,2087,408.00
104.19.198.150,2096,408.00
104.19.192.81,2087,408.09
104.19.206.121,443,408.15
104.19.200.82,2087,408.17
104.19.199.73,443,408.21
104.19.206.43,2053,408.25
104.19.192.25,2083,408.32
104.19.197.14,8443,408.43
104.19.199.0,2087,408.48
104.19.204.95,443,408.48
104.19.197.13,2053,408.50
104.19.194.32,2083,408.53
104.19.204.86,8443,408.57
104.19.205.241,8443,408.61
104.19.200.207,2083,408.63
104.19.192.224,2083,408.67
104.19.196.205,2087,408.68
104.19.200.137,8443,408.68
104.19.201.30,8443,408.69
104.19.203.54,443,408.72
104.19.202.244,2083,408.79
104.19.201.118,2053,408.83
104.19.196.65,2053,408.90
104.19.196.65,2087,408.98
104.19.202.153,8443,408.99
104.19.192.251,443,409.01
104.19.207.244,2053,409.19
104.19.206.102,2053,409.24
104.19.192.24,2083,409.27
104.19.193.106,2096,409.28
104.19.207.166,2083,409.28
104.19.192.144,2096,409.30
104.19.203.117,2096,409.31
104.19.202.38,443,409.35
104.19.204.60,2083,409.36
104.19.203.20,443,409.36
104.19.199.157,443,409.37
104.19.206.54,2087,409.40
104.19.202.83,2096,409.59
104.19.194.61,8443,409.61
104.19.199.18,2083,409.68
104.19.206.186,2087,409.86
104.19.193.0,8443,410.01
104.19.207.193,2096,410.02
104.19.204.174,8443,410.11
104.19.193.250,2096,410.16
104.19.206.66,2096,410.17
104.19.195.65,2096,410.20
104.19.192.175,2096,410.26
104.19.206.72,2083,410.31
104.19.194.208,2096,410.36
104.19.195.70,2087,410.39
104.19.203.123,2053,410.44
104.19.205.244,443,410.54
104.19.199.241,2096,410.66
104.19.199.124,2083,410.66
104.19.200.98,2087,410.69
104.19.207.41,8443,410.84
104.19.206.87,2083,410.91
104.19.199.124,2096,411.04
104.19.194.235,8443,411.05
104.19.206.72,443,411.12
104.19.199.113,2087,411.21
104.19.203.20,2053,411.26
104.19.199.247,2083,411.37
104.19.194.96,8443,411.38
104.19.196.255,2096,411.52
104.19.194.197,2096,411.53
104.19.199.241,443,411.56
104.19.203.111,2087,411.64
104.19.194.176,2053,411.66
104.19.196.179,443,411.74
104.19.202.67,8443,411.78
104.19.199.181,2096,411.82
104.19.199.11,8443,411.85
104.19.202.84,2083,411.89
104.19.197.15,2096,412.00
104.19.196.151,2096,412.04
104.19.196.212,2096,412.05
104.19.196.42,8443,412.21
104.19.194.215,2096,412.23
104.19.207.28,2083,412.29
104.19.199.178,443,412.32
104.19.200.116,443,412.38
104.19.195.225,2087,412.43
104.19.194.250,2096,412.57
104.19.205.20,2087,412.65
104.19.195.133,2096,412.69
104.19.192.15,2096,412.73
104.19.198.53,443,412.84
104.19.202.99,2096,412.92
104.19.206.218,2053,413.01
104.19.195.221,2053,413.03
104.19.193.244,2083,413.03
104.19.196.248,2083,413.05
104.19.198.143,2083,413.08
104.19.193.243,2053,413.17
104.19.192.27,443,413.21
104.19.192.240,443,413.27
104.19.206.187,2053,413.29
104.19.200.238,2087,413.46
104.19.201.138,2083,413.51
104.19.192.85,8443,413.59
104.19.201.210,2083,413.59
104.19.197.77,2096,413.63
104.19.204.29,8443,413.63
104.19.195.183,2087,413.80
104.19.192.197,2087,413.80
104.19.203.69,443,413.85
104.19.196.36,2083,413.88
104.19.207.79,8443,413.89
104.19.205.221,2087,413.91
104.19.200.226,2096,413.93
104.19.202.15,2087,413.94
104.19.201.213,2096,414.05
104.19.197.191,2053,414.16
104.19.197.21,2096,414.17
104.19.196.151,2053,414.32
104.19.200.44,2083,414.33
104.19.200.24,2053,414.34
104.19.194.150,2096,414.34
104.19.198.29,8443,414.34
104.19.194.211,2083,414.40
104.19.197.66,2087,414.40
104.19.193.191,2087,414.42
104.19.198.175,443,414.53
104.19.202.244,443,414.77
104.19.207.105,2087,414.80
104.19.192.183,443,414.80
104.19.192.192,8443,414.85
104.19.201.254,2096,414.86
104.19.202.246,2083,414.91
104.19.206.5,2083,414.95
104.19.202.98,2087,415.28
104.19.199.44,2083,415.30
104.19.194.196,2053,415.35
104.19.196.166,2083,415.40
104.19.192.147,2096,415.40
104.19.197.133,2087,415.41
104.19.200.227,8443,415.45
104.19.193.5,2083,415.47
104.19.192.186,2096,415.55
104.19.203.80,2083,415.55
104.19.204.131,2083,415.56
104.19.195.212,8443,415.66
104.19.200.149,2087,415.70
104.19.199.90,2053,415.72
104.19.200.132,2083,415.75
104.19.202.87,8443,415.86
104.19.195.116,8443,416.09
104.19.198.15,2087,416.10
104.19.201.250,8443,416.15
104.19.192.179,2083,416.22
104.19.197.251,443,416.24
104.19.193.251,2083,416.25
104.19.192.53,2096,416.36
104.19.204.231,2053,416.39
104.19.193.3,2096,416.40
104.19.195.62,2096,416.49
104.19.199.170,2053,416.59
104.19.207.78,2087,416.60
104.19.192.192,2083,416.61
104.19.199.8,443,416.80
104.19.196.36,2096,416.86
104.19.203.213,2096,417.01
104.19.200.145,443,417.08
104.19.207.190,2053,417.08
104.19.197.83,2087,417.12
104.19.194.105,2096,417.26
104.19.197.14,2096,417.26
104.19.204.11,2053,417.27
104.19.196.219,2096,417.36
104.19.207.156,443,417.39
104.19.204.130,443,417.40
104.19.204.199,443,417.41
104.19.196.224,2096,417.42
104.19.192.108,8443,417.53
104.19.192.147,8443,417.56
104.19.194.176,2083,417.57
104.19.196.65,2083,417.67
104.19.196.171,2096,417.78
104.19.204.40,2053,417.83
104.19.195.63,8443,418.03
104.19.196.192,2096,418.03
104.19.203.168,2083,418.08
104.19.192.91,2096,418.08
104.19.204.30,443,418.14
104.19.197.62,2083,418.36
104.19.203.204,2096,418.37
104.19.204.74,2083,418.46
104.19.207.180,2096,418.54
104.19.207.199,8443,418.56
104.19.204.35,443,418.60
104.19.196.36,8443,418.68
104.19.205.224,2053,418.72
104.19.206.134,2053,418.76
104.19.195.132,2053,418.85
104.19.202.228,8443,418.85
104.19.196.248,443,418.89
104.19.199.66,2096,418.93
104.19.207.223,2087,418.94
104.19.203.15,2053,418.96
104.19.198.28,2096,418.96
104.19.197.78,2053,419.08
104.19.206.168,2087,419.10
104.19.197.180,2087,419.11
104.19.195.200,2053,419.20
104.19.196.108,2083,419.21
104.19.198.32,443,419.23
104.19.198.126,2096,419.28
104.19.200.234,2096,419.34
104.19.197.49,8443,419.38
104.19.203.37,2087,419.41
104.19.195.222,2083,419.47
104.19.194.248,2096,419.49
104.19.194.229,2053,419.54
104.19.204.68,2096,419.69
104.19.193.16,2096,419.72
104.19.192.53,8443,419.73
104.19.206.211,2096,419.74
104.19.196.103,2087,419.84
104.19.204.31,8443,419.86
104.19.195.92,2053,419.93
104.19.193.138,2096,420.05
104.19.194.180,443,420.05
104.19.206.246,2087,420.11
104.19.197.224,2087,420.15
104.19.198.213,8443,420.28
104.19.202.176,8443,420.38
104.19.196.139,2096,420.44
104.19.200.160,2053,420.45
104.19.201.92,443,420.47
104.19.194.202,2087,420.47
104.19.206.186,443,420.48
104.19.204.63,2096,420.49
104.19.192.207,2083,420.52
104.19.200.108,8443,420.58
104.19.201.23,2053,420.67
104.19.206.142,2087,420.69
104.19.201.94,2083,420.70
104.19.196.224,2087,420.79
104.19.201.253,2087,420.80
104.19.192.251,2087,420.81
104.19.207.73,2087,420.83
104.19.201.204,8443,420.84
104.19.200.132,2087,420.89
104.19.206.110,2096,420.96
104.19.207.130,2083,420.98
104.19.204.30,2087,421.01
104.19.198.166,2053,421.10
104.19.196.54,8443,421.10
104.19.207.195,8443,421.20
104.19.207.242,2096,421.43
104.19.192.210,2087,421.45
104.19.199.193,8443,421.47
104.19.196.109,2083,421.49
104.19.200.149,2096,421.50
104.19.193.85,443,421.51
104.19.194.216,2096,421.51
104.19.194.155,2053,421.54
104.19.195.107,2087,421.58
104.19.192.249,2087,421.59
104.19.206.122,2087,421.68
104.19.204.216,2087,421.69
104.19.192.22,2053,421.78
104.19.203.183,2096,421.87
104.19.200.9,2096,421.90
104.19.193.67,8443,421.94
104.19.192.202,2096,421.95
104.19.196.171,443,422.00
104.19.207.68,2053,422.02
104.19.203.41,2087,422.13
104.19.203.208,443,422.16
104.19.205.195,8443,422.18
104.19.194.57,8443,422.20
104.19.206.28,2083,422.21
104.19.198.205,2096,422.29
104.19.199.113,2083,422.30
104.19.192.134,2083,422.31
104.19.207.240,2053,422.35
104.19.204.191,2083,422.37
104.19.205.65,2053,422.41
104.19.198.107,443,422.43
104.19.192.178,2096,422.43
104.19.202.71,2096,422.45
104.19.202.61,2096,422.49
104.19.198.196,2083,422.52
104.19.194.157,2096,422.58
104.19.205.105,2087,422.59
104.19.207.240,8443,422.59
104.19.198.24,2096,422.64
104.19.207.247,2096,422.66
104.19.207.189,2083,422.75
104.19.201.248,8443,422.75
104.19.199.23,2087,422.84
104.19.203.200,8443,422.84
104.19.197.19,443,422.90
104.19.203.41,443,422.92
104.19.205.173,2053,422.93
104.19.203.132,2053,422.95
104.19.200.211,2087,422.97
104.19.200.37,2087,422.97
104.19.204.58,443,423.01
104.19.197.151,2053,423.03
104.19.207.169,2053,423.08
104.19.197.252,2083,423.19
104.19.204.220,2096,423.19
104.19.205.136,2096,423.25
104.19.205.201,2053,423.37
104.19.205.65,2083,423.43
104.19.195.36,2083,423.46
104.19.194.167,443,423.47
104.19.206.212,8443,423.52
104.19.192.132,8443,423.52
104.19.198.182,2087,423.60
104.19.197.233,8443,423.62
104.19.199.19,2053,423.63
104.19.200.98,2083,423.65
104.19.198.247,2083,423.70
104.19.206.122,443,423.80
104.19.200.37,8443,423.91
104.19.198.214,2096,423.97
104.19.193.196,2096,423.97
104.19.200.110,2083,423.98
104.19.207.84,2053,424.07
104.19.201.104,443,424.13
104.19.200.161,8443,424.23
104.19.207.134,2087,424.25
104.19.206.200,443,424.33
104.19.195.236,8443,424.56
104.19.194.202,443,424.57
104.19.197.25,2096,424.58
104.19.196.215,2096,424.60
104.19.193.164,2053,424.66
104.19.201.94,2053,424.71
104.19.196.25,2087,424.75
104.19.200.19,2096,424.82
104.19.205.65,443,424.87
104.19.205.23,2087,424.93
104.19.204.96,2053,424.97
104.19.207.17,2083,425.02
104.19.194.18,2087,425.08
104.19.193.233,8443,425.12
104.19.203.187,2083,425.17
104.19.199.208,2096,425.18
104.19.205.131,2053,425.22
104.19.194.68,443,425.25
104.19.199.66,2053,425.32
104.19.206.203,2053,425.34
104.19.199.138,2096,425.36
104.19.202.254,2053,425.37
104.19.205.111,8443,425.39
104.19.202.44,8443,425.40
104.19.196.133,443,425.46
104.19.205.189,2053,425.53
104.19.192.231,2083,425.59
104.19.197.222,8443,425.64
104.19.200.197,2053,425.67
104.19.196.139,2087,425.69
104.19.206.34,8443,425.75
104.19.204.188,443,425.82
104.19.201.108,8443,425.89
104.19.193.129,2083,425.89
104.19.192.132,2083,426.01
104.19.203.14,2096,426.06
104.19.201.203,8443,426.10
104.19.201.187,2087,426.16
104.19.207.193,443,426.16
104.19.195.23,8443,426.18
104.19.207.2,2087,426.22
104.19.199.186,2053,426.33
104.19.192.148,2083,426.33
104.19.193.212,443,426.45
104.19.193.97,2053,426.50
104.19.198.15,443,426.53
104.19.205.151,2083,426.55
104.19.196.128,8443,426.69
104.19.198.216,8443,426.80
104.19.194.212,2087,426.81
104.19.192.210,8443,426.86
104.19.202.126,2096,426.93
104.19.195.10,2096,426.98
104.19.197.21,443,427.00
104.19.205.26,2096,427.01
104.19.192.117,8443,427.07
104.19.202.217,2087,427.07
104.19.205.136,2087,427.17
104.19.195.57,443,427.26
104.19.201.130,2053,427.29
104.19.192.179,8443,427.30
104.19.199.80,2087,427.33
104.19.198.227,443,427.37
104.19.196.100,8443,427.42
104.19.196.211,443,427.42
104.19.193.196,443,427.49
104.19.196.245,2096,427.62
104.19.196.152,2087,427.70
104.19.195.236,2083,427.79
104.19.194.214,8443,427.83
104.19.196.159,443,427.83
104.19.199.233,443,427.95
104.19.200.146,443,428.00
104.19.205.54,2096,428.03
104.19.203.6,2053,428.06
104.19.195.82,2087,428.07
104.19.197.178,2096,428.10
104.19.197.229,8443,428.14
104.19.200.154,2096,428.20
104.19.197.173,2083,428.29
104.19.204.4,8443,428.31
104.19.196.106,2083,428.42
104.19.200.26,2096,428.48
104.19.196.192,443,428.62
104.19.205.151,2096,428.72
104.19.202.120,443,428.74
104.19.194.245,443,428.85
104.19.199.80,2083,428.89
104.19.205.43,2083,429.03
104.19.192.4,2083,429.12
104.19.192.65,8443,429.13
104.19.198.80,2087,429.25
104.19.193.131,2096,429.30
104.19.206.220,2053,429.36
104.19.203.122,8443,429.46
104.19.194.172,8443,429.48
104.19.201.78,2053,429.49
104.19.207.60,2087,429.66
104.19.204.96,2083,429.69
104.19.201.246,2083,429.69
104.19.202.34,2083,429.73
104.19.198.181,2087,429.80
104.19.197.72,2087,429.82
104.19.202.22,2083,429.87
104.19.202.22,8443,429.88
104.19.207.82,8443,429.90
104.19.203.80,2053,429.90
104.19.201.241,2083,429.93
104.19.192.54,443,429.98
104.19.204.143,8443,430.05
104.19.205.54,443,430.15
104.19.203.184,2087,430.18
104.19.198.234,2087,430.20
104.19.202.46,2096,430.23
104.19.206.100,443,430.30
104.19.198.209,2096,430.31
104.19.199.20,2087,430.50
104.19.195.129,2053,430.55
104.19.194.75,443,430.57
104.19.199.158,443,430.66
104.19.206.70,2083,430.68
104.19.207.181,2096,430.69
104.19.201.162,2096,430.70
104.19.197.213,2087,430.72
104.19.201.230,2083,430.78
104.19.200.241,2053,430.79
104.19.198.59,2053,430.82
104.19.205.46,2087,430.82
104.19.203.29,2053,430.83
104.19.192.5,2053,430.85
104.19.204.106,2083,430.90
104.19.198.16,2096,430.90
104.19.205.23,2096,430.94
104.19.197.42,2087,430.96
104.19.204.222,2087,430.96
104.19.202.164,443,430.99
104.19.203.18,2083,431.01
104.19.207.57,2087,431.04
104.19.199.16,2083,431.05
104.19.207.99,8443,431.19
104.19.207.213,2087,431.21
104.19.205.153,8443,431.26
104.19.200.82,2053,431.29
104.19.201.39,2053,431.35
104.19.196.77,2083,431.37
104.19.198.245,2096,431.39
104.19.192.91,2087,431.54
104.19.201.220,2053,431.58
104.19.199.232,2096,431.70
104.19.198.159,8443,431.80
104.19.198.176,2096,431.84
104.19.206.117,2087,431.86
104.19.204.252,443,431.90
104.19.204.26,2083,431.91
104.19.198.254,2096,431.92
104.19.192.161,8443,431.94
104.19.196.154,8443,431.96
104.19.198.8,2087,432.03
104.19.197.59,2083,432.06
104.19.207.3,2083,432.11
104.19.199.155,2087,432.15
104.19.199.61,2087,432.18
104.19.203.35,8443,432.19
104.19.194.185,2083,432.28
104.19.192.216,2053,432.28
104.19.205.121,2053,432.34
104.19.202.120,2053,432.44
104.19.201.19,8443,432.45
104.19.205.48,2096,432.52
104.19.206.198,2087,432.58
104.19.192.216,443,432.64
104.19.195.108,8443,432.67
104.19.195.54,8443,432.71
104.19.201.124,8443,432.71
104.19.199.118,2083,432.72
104.19.201.78,2087,432.73
104.19.205.151,2053,432.77
104.19.192.241,443,432.78
104.19.202.32,2053,432.80
104.19.198.151,2053,432.82
104.19.207.36,8443,432.86
104.19.202.119,2083,432.91
104.19.199.108,2083,432.99
104.19.205.18,2083,433.04
104.19.199.85,2096,433.04
104.19.203.231,443,433.15
104.19.199.80,443,433.23
104.19.192.51,2083,433.29
104.19.199.21,443,433.30
104.19.207.98,443,433.31
104.19.192.241,2087,433.39
104.19.200.170,8443,433.49
104.19.197.137,2096,433.50
104.19.198.183,8443,433.51
104.19.196.235,8443,433.54
104.19.200.192,2053,433.57
104.19.198.203,2053,433.62
104.19.198.195,443,433.75
104.19.199.158,2087,433.78
104.19.200.32,2053,433.82
104.19.201.69,2083,433.82
104.19.194.214,443,433.83
104.19.199.211,2096,433.85
104.19.192.199,2087,433.86
104.19.193.61,443,433.89
104.19.194.7,2096,433.92
104.19.192.217,2096,433.93
104.19.196.249,2083,433.99
104.19.199.30,2053,434.02
104.19.193.167,2096,434.04
104.19.195.176,2096,434.05
104.19.205.46,2083,434.18
104.19.202.52,2083,434.21
104.19.204.64,2083,434.22
104.19.196.200,2087,434.22
104.19.192.235,443,434.25
104.19.198.51,8443,434.26
104.19.199.87,2053,434.26
104.19.192.30,2087,434.29
104.19.198.7,2053,434.38
104.19.199.244,443,434.39
104.19.198.10,2083,434.57
104.19.199.186,2087,434.63
104.19.198.97,443,434.66
104.19.205.58,8443,434.67
104.19.195.210,443,434.69
104.19.198.223,8443,434.69
104.19.200.130,2053,434.70
104.19.198.161,2083,434.86
104.19.203.124,8443,434.97
104.19.202.106,2083,434.98
104.19.207.60,443,435.01
104.19.194.229,2087,435.10
104.19.198.52,443,435.17
104.19.202.163,2053,435.26
104.19.193.34,2053,435.30
104.19.203.238,443,435.33
104.19.206.234,2087,435.36
104.19.196.242,2096,435.38
104.19.202.239,2096,435.47
104.19.200.32,8443,435.48
104.19.193.167,2087,435.50
104.19.192.33,2096,435.53
104.19.202.40,2096,435.60
104.19.192.153,443,435.70
104.19.193.0,2083,435.73
104.19.194.173,8443,435.75
104.19.198.251,2083,435.83
104.19.192.253,2087,435.88
104.19.194.54,2087,436.04
104.19.205.211,2083,436.16
104.19.198.231,8443,436.16
104.19.195.10,2053,436.18
104.19.192.231,443,436.29
104.19.197.12,2096,436.40
104.19.196.152,443,436.42
104.19.206.234,443,436.43
104.19.196.133,2083,436.54
104.19.199.196,8443,436.60
104.19.198.164,2096,436.61
104.19.196.110,2096,436.69
104.19.199.17,2087,436.77
104.19.200.61,2053,436.81
104.19.203.55,2087,436.87
104.19.202.1,8443,436.93
104.19.207.162,2087,436.97
104.19.193.168,8443,436.98
104.19.194.200,8443,436.98
104.19.197.206,443,437.00
104.19.203.79,2083,437.02
104.19.194.4,2053,437.04
104.19.206.179,443,437.06
104.19.195.101,2096,437.12
104.19.204.82,2053,437.14
104.19.201.226,2087,437.19
104.19.198.195,2053,437.24
104.19.207.67,2096,437.30
104.19.193.125,443,437.36
104.19.206.184,443,437.41
104.19.192.208,2053,437.43
104.19.192.33,8443,437.47
104.19.203.66,2053,437.49
104.19.201.212,2087,437.52
104.19.192.75,8443,437.74
104.19.198.80,443,437.74
104.19.207.243,2096,437.77
104.19.198.2,443,437.79
104.19.206.100,8443,437.79
104.19.195.187,2096,437.81
104.19.197.254,2087,437.82
104.19.197.114,2096,437.82
104.19.206.100,2096,437.85
104.19.199.169,443,438.09
104.19.196.107,2083,438.18
104.19.204.16,2096,438.27
104.19.205.48,2087,438.30
104.19.196.131,2083,438.33
104.19.201.40,8443,438.42
104.19.194.58,443,438.43
104.19.198.161,2087,438.52
104.19.203.216,443,438.55
104.19.192.116,2083,438.58
104.19.197.63,2053,438.60
104.19.204.49,2087,438.62
104.19.198.41,2083,438.63
104.19.207.18,443,438.64
104.19.193.115,2083,438.66
104.19.192.104,2083,438.78
104.19.194.73,8443,438.80
104.19.203.118,2087,438.87
104.19.205.202,2087,438.92
104.19.195.12,443,438.98
104.19.192.13,2053,438.99
104.19.206.49,2087,438.99
104.19.203.25,2053,439.02
104.19.205.103,2096,439.04
104.19.200.239,2053,439.05
104.19.200.239,2087,439.08
104.19.205.34,2053,439.11
104.19.194.83,2087,439.14
104.19.197.252,2053,439.18
104.19.198.197,2083,439.20
104.19.194.45,2053,439.24
104.19.192.7,2053,439.29
104.19.203.74,2087,439.30
104.19.199.162,2083,439.31
104.19.194.119,8443,439.32
104.19.197.6,2096,439.35
104.19.193.144,2096,439.35
104.19.203.138,2096,439.37
104.19.196.81,2083,439.40
104.19.200.179,2053,439.44
104.19.198.133,2087,439.47
104.19.200.2,2083,439.48
104.19.201.141,2053,439.62
104.19.200.156,2087,439.65
104.19.194.159,2087,439.68
104.19.200.207,443,439.68
104.19.201.70,8443,439.77
104.19.198.206,443,439.79
104.19.200.95,2096,439.79
104.19.195.184,2087,439.93
104.19.201.144,443,440.01
104.19.194.96,2087,440.01
104.19.197.192,2053,440.11
104.19.201.110,2053,440.13
104.19.203.221,2083,440.15
104.19.202.217,2083,440.16
104.19.197.253,2053,440.21
104.19.203.132,443,440.22
104.19.201.124,2096,440.23
104.19.198.158,8443,440.24
104.19.197.152,2053,440.25
104.19.197.207,443,440.26
104.19.194.224,8443,440.34
104.19.204.12,2087,440.40
104.19.193.178,443,440.42
104.19.205.94,2087,440.43
104.19.201.0,2083,440.45
104.19.192.242,2083,440.50
104.19.204.19,2087,440.51
104.19.198.2,2053,440.51
104.19.197.10,2087,440.58
104.19.195.209,2096,440.63
104.19.197.146,2083,440.64
104.19.204.64,443,440.64
104.19.197.193,2083,440.69
104.19.198.116,2053,440.69
104.19.202.54,2053,440.72
104.19.199.205,2083,440.75
104.19.197.211,8443,440.85
104.19.201.116,443,440.87
104.19.206.68,2083,441.00
104.19.200.179,443,441.05
104.19.203.142,2087,441.07
104.19.204.91,443,441.10
104.19.198.83,2053,441.12
104.19.194.224,2096,441.16
104.19.197.35,8443,441.20
104.19.197.247,2096,441.23
104.19.194.80,2053,441.24
104.19.202.201,2096,441.31
104.19.201.61,2053,441.37
104.19.203.244,2053,441.38
104.19.200.107,2053,441.57
104.19.204.100,443,441.61
104.19.205.211,2053,441.68
104.19.194.105,443,441.72
104.19.196.222,2096,441.74
104.19.194.86,443,441.79
104.19.203.236,2053,441.84
104.19.205.189,2083,441.84
104.19.198.75,2083,441.88
104.19.201.116,2096,441.89
104.19.207.50,2053,441.89
104.19.206.198,2053,441.94
104.19.192.168,2083,441.96
104.19.199.234,8443,441.99
104.19.197.76,2096,441.99
104.19.193.22,2096,442.02
104.19.195.180,2087,442.02
104.19.199.162,2096,442.04
104.19.196.57,8443,442.05
104.19.198.122,8443,442.05
104.19.200.209,2096,442.06
104.19.196.234,443,442.07
104.19.201.163,443,442.11
104.19.196.84,2096,442.15
104.19.204.189,2083,442.16
104.19.201.237,443,442.19
104.19.199.143,443,442.23
104.19.192.253,2053,442.28
104.19.205.202,2096,442.37
104.19.193.130,2053,442.38
104.19.199.114,8443,442.43
104.19.204.72,2087,442.48
104.19.202.77,2083,442.51
104.19.201.65,2096,442.52
104.19.195.233,2083,442.57
104.19.199.169,2096,442.58
104.19.201.21,2083,442.58
104.19.204.43,8443,442.59
104.19.192.26,2083,442.61
104.19.194.7,443,442.66
104.19.206.223,2053,442.72
104.19.205.191,443,442.73
104.19.201.40,2053,442.78
104.19.207.112,8443,442.78
104.19.199.80,8443,442.88
104.19.194.224,2083,442.95
104.19.205.23,443,442.97
104.19.207.71,2087,443.05
104.19.199.205,8443,443.09
104.19.204.43,443,443.13
104.19.198.45,2083,443.13
104.19.199.175,8443,443.17
104.19.197.211,2096,443.18
104.19.205.107,2053,443.22
104.19.206.112,2083,443.23
104.19.202.67,2053,443.23
104.19.198.140,2087,443.37
104.19.202.201,443,443.38
104.19.194.69,2096,443.47
104.19.202.215,2096,443.55
104.19.193.156,2083,443.58
104.19.198.225,443,443.60
104.19.204.203,2087,443.60
104.19.203.240,443,443.69
104.19.204.240,2096,443.70
104.19.201.117,2083,443.71
104.19.197.240,2096,443.81
104.19.207.17,2096,443.84
104.19.204.217,2083,443.86
104.19.204.56,2096,443.92
104.19.196.221,2053,443.96
104.19.200.173,2053,443.99
104.19.196.36,443,444.02
104.19.193.214,443,444.06
104.19.198.10,2087,444.10
104.19.197.98,443,444.16
104.19.193.224,2083,444.17
104.19.198.50,2083,444.20
104.19.200.105,8443,444.21
104.19.205.56,2087,444.25
104.19.205.101,443,444.26
104.19.203.145,8443,444.30
104.19.205.242,2083,444.31
104.19.207.126,2096,444.41
104.19.203.54,2083,444.49
104.19.200.185,2083,444.49
104.19.206.222,443,444.50
104.19.197.211,443,444.51
104.19.206.184,2087,444.52
104.19.197.146,443,444.57
104.19.195.223,2096,444.60
104.19.204.217,2096,444.66
104.19.205.103,8443,444.67
104.19.204.140,2053,444.69
104.19.194.150,2087,444.70
104.19.192.20,2053,444.72
104.19.201.81,2053,444.74
104.19.198.70,2087,444.76
104.19.199.105,2087,444.77
104.19.204.217,2087,444.86
104.19.196.3,2083,444.99
104.19.195.215,2053,445.06
104.19.207.88,2083,445.07
104.19.197.55,443,445.09
104.19.200.196,2053,445.23
104.19.199.124,443,445.25
104.19.196.1,2096,445.25
104.19.204.177,2053,445.31
104.19.207.209,8443,445.47
104.19.200.238,2096,445.50
104.19.197.48,2053,445.53
104.19.199.205,2096,445.64
104.19.200.156,443,445.66
104.19.199.189,443,445.66
104.19.196.142,2053,445.76
104.19.192.38,8443,445.91
104.19.199.194,2083,445.93
104.19.203.77,2053,445.96
104.19.194.54,2096,446.00
104.19.206.65,2083,446.03
104.19.199.74,2087,446.06
104.19.196.137,2053,446.07
104.19.206.42,2083,446.10
104.19.193.101,2053,446.16
104.19.203.230,443,446.17
104.19.192.160,2083,446.21
104.19.205.125,2083,446.23
104.19.204.110,2096,446.24
104.19.207.51,8443,446.30
104.19.197.82,8443,446.39
104.19.195.204,443,446.42
104.19.203.98,443,446.50
104.19.204.79,8443,446.56
104.19.204.5,2083,446.63
104.19.196.202,2083,446.68
104.19.199.128,2083,446.80
104.19.195.25,2087,446.87
104.19.197.30,2053,446.88
104.19.195.230,2053,446.94
104.19.203.223,2083,446.98
104.19.205.182,2096,446.99
104.19.194.36,2083,446.99
104.19.204.185,2083,447.06
104.19.205.15,443,447.09
104.19.200.170,443,447.09
104.19.197.219,2083,447.12
104.19.202.131,2053,447.12
104.19.195.39,2087,447.22
104.19.197.155,443,447.23
104.19.199.174,8443,447.28
104.19.207.91,2087,447.43
104.19.205.163,2053,447.47
104.19.205.20,2083,447.48
104.19.203.32,2096,447.51
104.19.206.52,443,447.58
104.19.194.38,8443,447.71
104.19.199.173,2096,447.73
104.19.194.52,8443,447.84
104.19.192.35,8443,447.84
104.19.205.242,8443,447.85
104.19.201.148,2087,447.94
104.19.197.81,2096,447.96
104.19.204.89,2096,447.97
104.19.195.132,8443,448.08
104.19.207.107,2087,448.09
104.19.194.218,2096,448.09
104.19.207.179,8443,448.12
104.19.203.144,2096,448.14
104.19.207.253,2096,448.17
